pod_name,epi_name,id,level,text,isFriendly,Sentiment,likeCount,replyCount
给女孩的商业第一课 ,小牛马跃升指南：个体户怎么像超级IP一样赚钱？,673e161698720044c36211e8,1,"18:49 “复旦女孩”来啦～ 谢谢斯斯，谢谢古典老师，又一次帮我理清了思路！

1.标签化自己、习惯于优秀（做题上的优秀），会导致设立过高的目标而自我PUA；
2.经济上升的时候溢价，经济不好的时候回归均值；
3.溢价解决方案a.等经济上升，b.包装自己。

也和大家汇报我的近况，走出情绪+梳理长期目标后，目前我选择的是b.包装自己，加入了咨询行业，虽然很忙很累，但这段经历写在我的简历上会很加分。
现在大环境不好，很难有职场上飞速的发展；但经济是周期、市场会流动，这段时间可以用来点亮服务于长期目标的技能点，机会来了的时候保证自己是ready的状态！

在迷茫的姐妹们也别害怕，都会经历这个过程，允许自己焦虑和紧张，但更要学会放松和相信～ 信念感+梳理长期目标很重要，一起加油！",True,0.9361923336982727,21,2
给女孩的商业第一课 ,小牛马跃升指南：个体户怎么像超级IP一样赚钱？,673ea5c13fee656910ac8fb5,1,"分享出来自己整理一些笔记 其中包含斯斯家的小曲昨天的总结的   希望能对一些朋友有点帮助  以下

一、销转六步法

① 建立关系、信任
② 探索需求、指出症状
③ 给出方案
④ 讲明白结论、收获
⑤ 打消抗拒点
⑥ 成单

二、流量能力

① 找赛道
② 找内容
③ 持续更新

三、超级个体心态

① 在心态上，你先是一个超级个体，才能有机会成为超级个体，否则你永远只是你。

四、中期经营能力

① 中期的经营能力，就是算账的能力：

毛利是多少？

净利是多少？

成本是多少？

固定成本是多少？


五、超级个体五大基本能力（按顺序）

① 产品能力
② 转化能力
③ 流量获取能力
④ 经营能力
⑤ 品牌能力

六、流量与产品逻辑

① 先搞流量再搞产品，这是网红逻辑，但这个逻辑已经不适合普通人了。

七、超级个体的完整闭环

① 一个超级个体需要具备：

商业能力

产品能力

销转能力

升单能力

流量能力

算账能力

② 要有一个完整的商业闭环。


八、叛逆与独立思考

① 接受不了这种被侮辱的感觉，钱是没有多少。
② 面对信息的叛逆，就是独立思考的能力，而不是接受大数据推送的信息。
③ 商业上的成功，来源于叛逆和独立思考，而不是盲目相信社会和环境教给你的东西。
④ 凡事裹挟你的，都是在消费你。

九、IP的本质

① IP的本质是知识财产，要靠知识作品来实现。
② 以商业目标去做IP，和把IP商业化，是两件事。
③ 擅长做内容和擅长做运营是两类人，像两个天然不同的物种。
④ 想成为一个盈利的IP、穿越周期的IP，最重要的是识别自己的核心优势，并赋能团队及商业闭环。

十、核心竞争力

① 在某个单点做到最强，这点很重要。
② 优秀的人成为不了卓越，干不了第一，就要细分到极致，比如公司第一、班里第一等。

十一、差异化与细分

① 独特的赛道：自己创造一个赛道，形成差异化竞争。
② 差异化竞争：从痛点和需求出发，小切口切入，找到细分点。
③ 成为行业第一困难时，可以选择细分行业第一，甚至公司第一。

十二、李笑来的思维特点

① 李笑来对深入思考特别擅长。
② 可穿越时代的能力是内容能力或将个人能力发挥到极致的能力。

十三、价值观与极致

① 人不怕难，怕没有价值。
② 要么做一个极致长期主义者，要么做一个极致功利主义者，而不是摇摆不定。
③ 陪一群靠谱的人，做一个极致难的事，有概率出代表作。
④ 能把事情做好的，都是极限运动员式的人。

十四、内容的价值

① 好内容永远有市场，没有时间限制。
② 知识是免费的，但要降低摩擦力，让别人更容易获取。

十五、选题与效能

① 找选题、找内容，选题最关键。
② 真正的效率在于选对题和方向，而不是使用工具。
③ 效能是单位时间创造更多价值，效率是更快完成任务。

十六、杠杆思维

① 挪动杠杆点，尝试不同杠杆点。
② 增强现实中击中靶心的能力。
③ 高收益者看到的是工作之外的杠杆点。

十七、写作与胜率

① 多写、持续写，才能写出代表作。
② 提高胜率的核心是提高写作能力，而非仅仅追求代表作。

十八、价值观与顶尖选手

① 和顶尖选手差距不在技能，而在于价值观。
② 顶尖选手在某个单点上能不计性价比地深耕。

十九、找到值得干的事情

① 找到自己不计代价想帮助的人或事情，但要避免自我感动。
② 不断寻找需求和机会，找到最好的回应，持续投入。

二十、天赋与正反馈

① 天赋是你做得轻而易举，而别人却很难做到的事。
② 如果你能干、爱干这件事，就找出它能解决的需求，使其变得值得干。
③ 你的 A 点是你既有热情、又干得好的事，即使没有正反馈，也能坚持下去。",False,0.8663551807403564,18,2
给女孩的商业第一课 ,小牛马跃升指南：个体户怎么像超级IP一样赚钱？,673edc86bf671ae104b3ec75,1,37:43 不能被培训的能力才是贵的，醍醐灌顶！,False,0.944477915763855,7,1
给女孩的商业第一课 ,小牛马跃升指南：个体户怎么像超级IP一样赚钱？,673ec94f9ba5104b3be3a673,1,"工作再忙，三件事不能停：持续学习、广泛社交、积极输出。这三者是个人成长和职业发展的基石，确保我们在快速变化的世界中保持竞争力和影响力。具体的（Specific）、可衡量的（Measurable）、可实现的（Achievable）、相关的（Relevant）和有时限的（Time-bound）。                   

1-保持灵活性：在实现目标的过程中，可能会遇到意想不到的挑战。保持灵活性，根据实际情况调整你的计划。

2-持续评估：定期评估你的进度，确保你仍然朝着目标前进。如果需要，重新评估你的需求，并调整你的计划。

3-寻求反馈：向他人寻求反馈，他们可以提供不同的视角和建议，帮助你更好地理解目标的需求。

4-保持积极：保持积极的心态，相信自己能够克服困难，实现目标。

5-保持耐心：理解目标的需求可能需要时间和努力。保持耐心，持续努力。

6-自由人生=主业+副业+套利+投资+个人影响力",True,0.9116912484169006,5,1
给女孩的商业第一课 ,小牛马跃升指南：个体户怎么像超级IP一样赚钱？,673e07a71d338efc1adc91d5,1,"大家好，我是你们的播客小助手

本期小牛马飞升指南，全程烧脑预警！建议不要倍速，期待你们的反馈:smiling_face_with_open_hands:

:wrapped_gift:评论区抽10位课代表，每人送一本古典老师的新书 ：

《不上班咖啡馆》:books:

想进听友群，滴滴小助手:satellite:：sgsntang",True,0.9054551124572754,6,0
给女孩的商业第一课 ,小牛马跃升指南：个体户怎么像超级IP一样赚钱？,673e7cc53027c2071ee16138,1,"斯斯的每一期都在听.
之前在其他平台看到要跟古典老师录制一期
然后就在网上搜了古典老师的账号并且关注了
现在等到了这期博客
刚开始说了做自己，不是be yourself",True,0.9457906484603882,2,6
给女孩的商业第一课 ,小牛马跃升指南：个体户怎么像超级IP一样赚钱？,673f350d9d7d99b2846c3559,1,04:36 是创造不是回归的过程,False,0.8338339328765869,4,1
给女孩的商业第一课 ,小牛马跃升指南：个体户怎么像超级IP一样赚钱？,673fdc4deb43cad911768f9d,1,37:25 不能被培训的能力,False,0.6669847369194031,3,1
给女孩的商业第一课 ,小牛马跃升指南：个体户怎么像超级IP一样赚钱？,673e91ef81606bf1b3cf2e27,1,"谢谢斯斯，谢谢古典老师~又是收获满满的一期~

【新知】
:light_bulb:干货
:keycap_1:从超级个体到超级个体户的5个核心能力：
1.产品能力（要识别真需求VS假需求，需要理解需求的能力）
2.销转能力（先卖后做号，细节:销售耻辱感）
3.流量能力
4.经营能力
5.品牌能力
:keycap_2:定价策略
1.成本定价
2.同行定价
3.标的定价
:keycap_3:销转六步法
1.建立信任
2.探索需求
3.指出症状，给出方案
4.讲明白结论、收获
5.打消抗拒点
6.成交
:keycap_4:怎么找到你的天赋？
爱干、能干、值得干

天赋——你做得轻而易举，但别人很难
有热情——哪怕没有正反馈，或者负反馈，也能干的很好

:light_bulb:古典老师的金句
1.be myself，而是make myself，它是创造的过程，而不是回归的过程
2.大部分人对自我是高估的
3.不能被培训的能力，才是贵的
4.你可以否认渣男，但不能否认成长
5.不是寻找优势，而是发现优势、承认优势
6.算账能力很重要
7.凡是裹挟你的，都是消费的
8.超级个体不是超级个体户，中国人最大的问题就是:没事搞个户
9.老问题看看书，例如:两性关系等
10.“人——事——网——书”这4类信源，越往前信息越快
11.多边交易比单边交易:溢价高
12.人不怕难，怕的是没有价值
13.对抗时代最好的方法，是找到你的不计代价——不计代价要帮的人，不计代价要做的事

【思考】
之前总觉得自己必须成为一个IP，也会有销售耻辱感，觉得自己之前是老师啊，一堆心理戏

其实重要的是:先去卖，不管是咨询还是培训，先去卖，大胆的卖，在销售的过程、服务的过程中，才能不断的了解客户，同时也是了解自己

【to do】
1.已经把这期播客，疯狂安利给伙伴们了~
2.干货很多，我先把“大胆的卖”好好实践起来

再次感恩斯斯，感恩古典老师:heart_on_fire:",True,0.9339035153388977,4,1
给女孩的商业第一课 ,小牛马跃升指南：个体户怎么像超级IP一样赚钱？,673e0cf01c6afe8a5f3d3736,1,40:56 书不仅有滞后性。书籍也有审查制度，有用的知识也是有限的。,True,0.8782708048820496,4,1
