pod_name,epi_name,id,level,text,isFriendly,Sentiment,likeCount,replyCount
fit4lifefitgirlweeklychat,448 - 扫兴的人可不止父母！适当防御也要管好自己,673dddeb207d29a6ac85614b,1,"感谢【neuriva脑动力】赞助本期节目！
五仁专属购买方式如下：
1、复制淘口令88￥XCkC3ssxk5i￥ 或点击链接 https://m.tb.cn/h.TYuILQE  直接购买
2、京东：点击链接 https://pro.m.jd.com/mall/active/4YcZ1ykWngQVGvHTi9jbSF6RTfU7/index.html 直接购买
3、在淘宝搜索：脑动力，找到 【neuriva官方海外旗舰店】，跟客服报暗号：“姥姥姥爷”就可以拥有专属链接",True,0.8791438937187195,6,2
fit4lifefitgirlweeklychat,448 - 扫兴的人可不止父母！适当防御也要管好自己,673e07952251cbdb4c96b5a8,1,小小的催更一下故事会:nerd_face::nerd_face:,True,0.8493660092353821,46,4
fit4lifefitgirlweeklychat,448 - 扫兴的人可不止父母！适当防御也要管好自己,673ddf92d0f10bff30419166,1,姥姥什么时候更新小红书！我好想你！:loudly_crying_face::loudly_crying_face::loudly_crying_face:,True,0.9019250273704529,45,1
fit4lifefitgirlweeklychat,448 - 扫兴的人可不止父母！适当防御也要管好自己,673e3790551a487736c49a13,1,听到老孙给哥哥送礼物，感觉老孙肯定是很爱姥姥！为姥姥开心,True,0.9435164928436279,32,0
fit4lifefitgirlweeklychat,448 - 扫兴的人可不止父母！适当防御也要管好自己,673df0704ded7f197fdda1a2,1,告诉咱爸 你不会掉粉,False,0.901958167552948,26,1
fit4lifefitgirlweeklychat,448 - 扫兴的人可不止父母！适当防御也要管好自己,673e0c9ec4ea3fed393e36cc,1,49:35 我去，我能说我觉得李行亮就是这样的吗……,False,0.857082188129425,22,2
fit4lifefitgirlweeklychat,448 - 扫兴的人可不止父母！适当防御也要管好自己,673df77b824fd7cf0121dbbc,1,20:12 好可爱 都不许惹小猴子生气！,True,0.862532377243042,19,0
fit4lifefitgirlweeklychat,448 - 扫兴的人可不止父母！适当防御也要管好自己,673e7f200ddd3d36760d421d,1,50:52 这根本不是你的问题，是对方的问题，这不是迁就，这是漠视。一个相处十年的人，对你什么都不知道，不可怕吗？别怪麦琳反应很扫兴了，为什么不怪隐身的李行亮对家庭和妻子的态度,False,0.903119683265686,12,3
fit4lifefitgirlweeklychat,448 - 扫兴的人可不止父母！适当防御也要管好自己,673de256d7f0d6014e21666f,1,11:05 有个ex也总这样，还爱说不地道不正宗什么的，真的很扫兴，地不地道也没啥官方标准，好吃我爱吃不就完了,False,0.8900789022445679,11,3
fit4lifefitgirlweeklychat,448 - 扫兴的人可不止父母！适当防御也要管好自己,673eef0dd17d7be297a6b532,1,"54:59 姥爷提到了正反馈，但是我想说正反馈是相互的，是婚姻生活里的彼此双向正反馈，而不仅仅是在对方送礼物的时候提供正反馈。看节目里，李行亮、留几手和麦坐一起吃饭聊天，日常家庭生活里，麦和李的沟通，李并不能提供正反馈。
节目里每当麦琳难受，委屈，和他人冲突，李行亮要么无动于衷，显示着超绝钝感力，要么始终跟别人在一起。整大活并不能解决问题。“扮演”一个好丈夫和真正的爱之间，远隔千里。",True,0.8544772267341614,11,3
